OBJECT_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
373200,493,2008,2454466.5,1,1545,5,Debris Burning,2454467.5,2,1200,10,C,26.41166667,-98.92027778
1235411,FY2000-BLECKLEY-035,2000,2451544.5,1,1612,5,Debris Burning,2451544.5,1,1612,1.8,B,32.4926,-83.2451
916059,,2000,2451544.5,1,,7,Arson,,,,0.2,A,34.7825,-81.0139
476650,,2006,2453736.5,1,,9,Miscellaneous,,,,5,B,32.34754656,-93.86139613
565758,,2006,2453736.5,1,,13,Missing/Undefined,,,,1,B,34.37132999,-95.75216999
640704,,2008,2454466.5,1,,8,Children,,,,2,B,29.2612,-98.09705
1579051,SLEEPY,2012,2455927.5,1,1507,7,Arson,2455927.5,1,1930,145.1,D,35.0683,-96.6058
1330367,,2004,2453005.5,1,1230,9,Miscellaneous,2453005.5,1,1230,0.1,A,40.59219096,-73.92439405
814154,,2005,2453371.5,1,,5,Debris Burning,,,,15,C,30.4417,-89.3097
1414910,,1997,2450449.5,1,1540,1,Lightning,2450449.5,1,1602,0.1,A,31.8579,-81.7332
645470,,2008,2454466.5,1,,9,Miscellaneous,,,,2,B,29.2197,-99.7927
1548311,GRASS FIRE,2011,2455562.5,1,,9,Miscellaneous,,,,1,B,31.6197184,-96.281566
944720,,2002,2452275.5,1,,5,Debris Burning,,,,2,B,38.9742,-78.2683
1628400,CORRIGAN RD,2012,2455927.5,1,,5,Debris Burning,,,,5,B,28.257518,-97.669487
738140,,1994,2449353.5,1,,13,Missing/Undefined,2449353.5,1,1110,5,B,32.87083333,-81.025
1527621,HAMMETT,2009,2454832.5,1,,5,Debris Burning,,,,1,B,33.60379454,-95.15960069
857495,,2002,2452275.5,1,,5,Debris Burning,,,,3,B,32.2592,-85.2183
639579,,2008,2454466.5,1,,9,Miscellaneous,,,,28,C,33.69178,-96.98386
1527720,00_09,2009,2454832.5,1,,2,Equipment Use,,,,0.5,B,32.83328236,-95.29768272
868017,,1998,2450814.5,1,,5,Debris Burning,,,,1.1,B,34.7386,-84.8439
829387,,2000,2451544.5,1,,9,Miscellaneous,,,,0.1,A,30.5731,-88.5322
1056261,HEATHSVILLE CREEK FIRE,2004,2453005.5,1,,5,Debris Burning,,,,2.5,B,36.2333,-77.7333
1147232,,2009,2454832.5,1,2352,7,Arson,2454833.5,2,220,15,C,33.617928,-85.336177
646765,,2008,2454466.5,1,,5,Debris Burning,,,,1,B,32.2564,-95.0755
1672137,RILEY RD (64),2013,2456293.5,1,1328,9,Miscellaneous,2456293.5,1,1613,8.7,B,29.2187,-81.5016
1548296,HALL DRIVE NORTH,2011,2455562.5,1,,5,Debris Burning,,,,1,B,30.264887,-95.767221
1817933,786 LORI BES LANE,2015,2457024.5,2,1335,5,Debris Burning,2457024.5,2,1400,1,B,38.85948663,-78.93244624
1386315,,1993,2448989.5,2,2000,7,Arson,2448990.5,3,55,2.58,B,33.8301,-84.9604
428344,,2004,2453006.5,2,,2,Equipment Use,,,,0.4,B,34.26251752,-83.74234139
816289,,2006,2453737.5,2,,5,Debris Burning,,,,2,B,33.1136,-89.3997
1377975,,1993,2448989.5,2,1535,9,Miscellaneous,2448989.5,2,1615,10,C,31.3961,-84.957
367225,WINNABEGO,2003,2452641.5,2,1700,3,Smoking,2452641.5,2,1730,0.1,A,35.6927,-75.4908
6417,ROCK SHOP,2006,2453737.5,2,1600,7,Arson,2453737.5,2,1800,25,C,34.15611111,-94.74
249598,BULL CREEK,2006,2453737.5,2,1145,7,Arson,2453737.5,2,1400,15,C,36.4847,-96.1025
646299,,2008,2454467.5,2,,9,Miscellaneous,,,,40,C,27.39843,-98.30553
422810,,2005,2453372.5,2,,2,Equipment Use,,,,0.01,A,31.8743005,-82.96762982
405602,,2004,2453006.5,2,,7,Arson,,,,2,B,29.40027999,-81.63167
1198324,,2009,2454833.5,2,,5,Debris Burning,,,,3,B,39.28819063,-77.98081959
1588434,,2012,2455928.5,2,1238,10,Fireworks,2455928.5,2,1347,11,C,33.201729,-81.395653
395470,,2007,2454102.5,2,,9,Miscellaneous,,,,1,B,27.42110998,-80.80806
250676,BY GOLLY,2006,2453738.5,3,1630,9,Miscellaneous,2453738.5,3,2359,25,C,33.9178,-95.3917
819375,,2006,2453738.5,3,,7,Arson,,,,17,C,31.2603,-89.0897
1013905,,1995,2449720.5,3,,2,Equipment Use,,,,0.1,A,35.6883,-75.8917
606144,,1994,2449355.5,3,,5,Debris Burning,,,,20,C,32.13284,-94.83125
683311,,1994,2449355.5,3,,4,Campfire,,,,0.1,A,37.26223,-105.92058
566803,,2006,2453738.5,3,,13,Missing/Undefined,,,,0.1,A,34.04423506,-94.56935209
836116,,2002,2452277.5,3,1336,7,Arson,,,,1,B,31.6561,-90.5333
428120,,2004,2453007.5,3,,5,Debris Burning,,,,1.83,B,31.59089337,-83.88834262
1240072,FY2000-PIERCE-016,2000,2451546.5,3,1350,5,Debris Burning,2451546.5,3,1350,1.01,B,31.2582,-82.3174
1412278,,1996,2450085.5,3,1900,7,Arson,2450085.5,3,2010,0.15,A,31.515,-81.515
1161843,,2005,2453373.5,3,1054,7,Arson,2453373.5,3,1313,15,C,32.443371,-85.771879
152494,CORRAL,2002,2452277.5,3,1100,4,Campfire,2452277.5,3,1200,0.1,A,31.45333333,-110.6747222
1034735,THE PINES,2000,2451546.5,3,,5,Debris Burning,,,,0.5,B,34.7333,-77.4833
628146,,2006,2453738.5,3,,7,Arson,,,,1,B,26.14573001,-97.81453002
657095,,2008,2454468.5,3,,9,Miscellaneous,,,,0.5,B,29.48489,-98.34772
553494,,1998,2450816.5,3,,7,Arson,,,,0.25,A,40.1125,-74.125
1152877,,2008,2454468.5,3,1438,9,Miscellaneous,2454468.5,3,1526,0.1,A,31.370192,-88.253012
353994,W. MTN WF,2006,2453739.5,4,200,9,Miscellaneous,2453750.5,15,1800,50.1,C,34.5083,-93.075
476331,,2006,2453739.5,4,,7,Arson,,,,11,C,30.53385918,-90.35771738
1690331,DAINGERFIELD HIGH SCHOOL GRASS FIRE,2013,2456296.5,4,,9,Miscellaneous,,,,1,B,33.015519,-94.718714
404147,,2009,2454835.5,4,,5,Debris Burning,,,,4,B,30.06472,-81.97
651797,,2008,2454469.5,4,,5,Debris Burning,,,,2,B,33.33625,-94.36553
624773,,2006,2453739.5,4,,9,Miscellaneous,,,,50,C,31.54749,-99.46259002
386374,,2008,2454469.5,4,,2,Equipment Use,,,,1,B,33.25161,-93.06986
457015,,2008,2454469.5,4,,5,Debris Burning,,,,0.84,B,33.58280467,-83.07016158
624834,,2006,2453740.5,5,,2,Equipment Use,,,,80,C,33.22190001,-98.45301001
154522,MULKY CAMPGROUND,2002,2452279.5,5,1630,7,Arson,2452279.5,5,2145,7.8,B,34.7625,-84.07527778
855123,,2001,2451914.5,5,,2,Equipment Use,,,,0.6,B,32.4383,-86.3514
598578,,2000,2451548.5,5,,4,Campfire,,,,5,B,30.85207998,-95.71042
893403,,2000,2451548.5,5,,9,Miscellaneous,,,,1,B,32.7686,-93.3842
1471180,186,2011,2455566.5,5,1600,9,Miscellaneous,2455569.5,8,1800,1.1,B,26.50083333,-98.04972222
1540218,HWY 97 BEFORE FOWLERTON,2010,2455201.5,5,,5,Debris Burning,,,,1,B,28.44866431,-98.84757048
845740,,1999,2451183.5,5,,5,Debris Burning,,,,0.1,A,31.4575,-87.2019
381361,,2006,2453740.5,5,,5,Debris Burning,,,,1,B,34.16932997,-93.01850001
605975,,1994,2449357.5,5,,5,Debris Burning,,,,3,B,30.27708,-94.97292
476595,,2006,2453740.5,5,,7,Arson,,,,15,C,30.56815847,-93.53683997
393830,,2005,2453375.5,5,,13,Missing/Undefined,,,,0.5,B,38.92988648,-105.2789702
1609482,FY2012-CHARLTON-018,2012,2455932.5,6,1404,5,Debris Burning,2455932.5,6,1430,0.5,B,30.65681319,-82.11575966
1042153,MARLOW FIRE,2001,2451915.5,6,,8,Children,,,,0.2,A,35.8333,-77.7
625959,,2006,2453741.5,6,,9,Miscellaneous,,,,1,B,32.43765001,-96.29137001
1045057,HOLLY RIDGE TOP FIRE,2001,2451915.5,6,,5,Debris Burning,,,,0.3,B,35.5167,-82.7167
920005,,2001,2451915.5,6,,5,Debris Burning,,,,0.2,A,34.09,-81.7944
1234478,STANFIELD,1999,2451184.5,6,1400,3,Smoking,,,,0.1,A,32.8305,-111.9531
964316,,1994,2449358.5,6,,6,Railroad,,,,8,B,27.99,-81.95
1786437,AZ-141511,2014,2456663.5,6,1035,13,Missing/Undefined,2456663.5,6,1053,0.1,A,33.4161,-112.2376
1609775,FY2012-CRISP-019,2012,2455932.5,6,1531,5,Debris Burning,2455932.5,6,1600,1.28,B,31.92545526,-83.76939663
427525,,2004,2453010.5,6,,5,Debris Burning,,,,2.91,B,31.08999764,-83.51850864
1628514,200 GREENBRIAR ROAD FIRE,2012,2455932.5,6,,5,Debris Burning,,,,1,B,31.449387,-97.676439
181064,MARSHALL,1992,2448627.5,6,1352,7,Arson,2448627.5,6,2130,216,D,43.2694,-100.8532
1619562,CHERRY MT OUTBUILDING FIRE,2012,2455932.5,6,2307,9,Miscellaneous,2455932.5,6,2338,0.5,B,35.53895,-81.80045
414932,,2006,2453741.5,6,,2,Equipment Use,,,,1,B,27.81111002,-81.82277998
291155,I-40,2008,2454471.5,6,1400,11,Powerline,2454471.5,6,1800,60,C,35.3767,-96.9808
1604179,OLD HAUCK FRAM,2012,2455932.5,6,,9,Miscellaneous,,,,0.25,A,45.71831891,-100.7718468
1042192,ESTELLE'S CRP FIRE,2001,2451915.5,6,,3,Smoking,,,,1,B,35.9667,-78.2167
921682,,2001,2451915.5,6,,5,Debris Burning,,,,2,B,33.7242,-80.1472
702422,,1994,2449358.5,6,1315,7,Arson,2449358.5,6,1425,12,C,30.79873528,-89.55872933
249811,CARLYLE,2008,2454471.5,6,1000,7,Arson,2454472.5,7,1000,1.5,B,36.75,-96.0347
1207432,,2010,2455203.5,7,,5,Debris Burning,,,,0.35,B,31.38347958,-84.36690811
1367315,,2009,2454838.5,7,1155,5,Debris Burning,,,,12,C,36.39563,-91.47541
560635,BJ,2003,2452646.5,7,,5,Debris Burning,,,,0.1,A,35.989,-105.996
309117,UNNAMED FIRE 0807,2000,2451550.5,7,1430,11,Powerline,2451550.5,7,1430,1,B,35.181803,-119.50865
410979,,2005,2453377.5,7,,9,Miscellaneous,,,,15,C,29.57055998,-82.97195
622359,,2005,2453377.5,7,,5,Debris Burning,,,,2,B,30.05598002,-98.08651999
249263,AIKMAN,2009,2454838.5,7,1246,5,Debris Burning,2454838.5,7,1300,1,B,35.3797,-95.9947
820626,,2006,2453742.5,7,,7,Arson,,,,5,B,31.1322,-90.7064
624349,,2006,2453742.5,7,,5,Debris Burning,,,,1,B,30.13644999,-97.56793002
427696,,2004,2453011.5,7,,2,Equipment Use,,,,0.17,A,31.43250666,-85.03080191
582135,,2008,2454472.5,7,,5,Debris Burning,,,,1,B,33.11163,-80.39689
1244362,FY2001-COOK-038,2001,2451916.5,7,1513,5,Debris Burning,2451916.5,7,1513,2.59,B,31.1728,-83.516
624381,,2006,2453742.5,7,,3,Smoking,,,,30,C,30.07669998,-96.34727
910153,,1999,2451185.5,7,,5,Debris Burning,,,,1,B,34.3,-82.3833
1712362,,2007,2454107.5,7,,13,Missing/Undefined,,,,2,B,18.345392,-67.157715
1185831,,2010,2455203.5,7,,5,Debris Burning,,,,1,B,33.717129,-80.283569
1866014,,2004,2453011.5,7,,13,Missing/Undefined,,,,0.1,A,21.3479271,-158.0267639
1521906,,2011,2455569.5,8,1237,5,Debris Burning,2455569.5,8,1326,5,B,36.5722,-93.289
737625,,1994,2449360.5,8,,13,Missing/Undefined,2449360.5,8,,0.1,A,32.975,-80.825
339356,HOPE,2000,2451551.5,8,1100,5,Debris Burning,2451551.5,8,1330,3,B,32.7901,-104.7222
414499,,2006,2453743.5,8,,7,Arson,,,,1,B,28.53222001,-82.16944002
640049,,2008,2454473.5,8,,9,Miscellaneous,,,,20,C,33.23354,-99.58675
1548698,HACKELBERG RD,2011,2455569.5,8,,6,Railroad,,,,0.5,B,29.327676,-98.727822
852625,,2000,2451551.5,8,,7,Arson,,,,80,C,30.3925,-88.2172
1548663,WOMACK,2011,2455569.5,8,,5,Debris Burning,,,,1,B,31.30261,-94.534907
1436558,,1996,2450090.5,8,1230,5,Debris Burning,,,,1,B,30.23335,-87.90977
816324,,2006,2453743.5,8,,5,Debris Burning,,,,65,C,33.0136,-89.3728
7044,LOAF,2006,2453743.5,8,1326,7,Arson,2453743.5,8,1459,0.5,B,33.68055556,-111.5183333
194120,CRP,1992,2448629.5,8,2330,2,Equipment Use,2448630.5,9,200,91,C,48.0833,-108.3674
1521370,,2011,2455570.5,9,1144,5,Debris Burning,2455570.5,9,1235,1,B,37.562659,-90.351365
1773551,,2014,2456666.5,9,1758,9,Miscellaneous,2456666.5,9,1819,0.3,B,37.845317,-120.186483
1159832,,2006,2453744.5,9,1459,7,Arson,2453744.5,9,1706,1,B,33.274915,-87.39651
820000,,2006,2453744.5,9,,7,Arson,,,,1,B,31.2383,-90.8936
580611,,2003,2452648.5,9,,7,Arson,,,,6,B,34.54138999,-79.40527998
1515704,ACORN LN.,2011,2455570.5,9,1057,13,Missing/Undefined,2455570.5,9,1117,0.1,A,36.07991667,-75.79811667
1817999,3,2015,2457031.5,9,1722,5,Debris Burning,2457031.5,9,1804,2,B,37.92,-95.48
595177,,2006,2453744.5,9,,5,Debris Burning,,,,0.1,A,35.60166999,-84.63667002
476345,,2006,2453744.5,9,,5,Debris Burning,,,,0.5,B,30.81794192,-90.34828665
458126,,2009,2454840.5,9,,5,Debris Burning,,,,0.25,A,32.03454507,-84.83445055
404467,,2009,2454840.5,9,,5,Debris Burning,,,,3.5,B,28.93694,-82.56417
1380044,,1996,2450092.5,10,1315,2,Equipment Use,2450092.5,10,1335,6.18,B,33.0751,-82.3373
1837508,,2015,2457032.5,10,,7,Arson,,,,2,B,36.66010278,-78.63834444
1047077,CYRUS EDWARDS RD.,2001,2451919.5,10,,5,Debris Burning,,,,0.3,B,35,-80.5
1484871,(OK) PAGGETT (41),2011,2455571.5,10,1330,9,Miscellaneous,2455571.5,10,1508,0.1,A,27.5218,-80.9946
1719430,,2011,2455571.5,10,,13,Missing/Undefined,,,,0.5,B,18.092676,-66.942284
1039433,PIGGLY WIGGLY FIRE,2001,2451919.5,10,,3,Smoking,,,,2,B,35.5333,-77.0167
1382510,,1996,2450096.5,14,1317,5,Debris Burning,2450096.5,14,1344,4.18,B,30.8647,-84.7126
834388,,2002,2452288.5,14,1604,9,Miscellaneous,,,,0.1,A,34.5142,-88.7547
1430961,,1994,2449366.5,14,1230,5,Debris Burning,,,,40,C,30.47957,-88.36861
264735,EVER DUMP,2006,2453749.5,14,1200,5,Debris Burning,2453749.5,14,1430,0.1,A,43.3242,-102.3636
970860,,1999,2451192.5,14,,6,Railroad,,,,2,B,26.61,-81.57
625366,,2006,2453749.5,14,,8,Children,,,,1,B,32.57898998,-97.13837
427302,,2004,2453018.5,14,,5,Debris Burning,,,,1.68,B,31.28612963,-84.37785212
894639,,2000,2451557.5,14,,9,Miscellaneous,,,,5,B,30.5556,-93.4608
998145,,1992,2448635.5,14,,2,Equipment Use,,,,0.1,A,35.7417,-75.8617
1528579,KINGS ROW/CROSS BOW,2009,2454845.5,14,,9,Miscellaneous,,,,0.25,A,29.18569826,-98.58943523
1237889,FY2000-GWINNETT-008,2000,2451557.5,14,1400,5,Debris Burning,2451557.5,14,1400,10.35,C,34.1212,-83.9925
825947,,2000,2451557.5,14,,9,Miscellaneous,,,,0.1,A,33.5986,-90.0953
365360,MIDDLETON,2001,2451923.5,14,1615,9,Miscellaneous,2451925.5,16,630,451.2,E,29.6,-94.3994
1593605,153RD HOUSE(38),2012,2455940.5,14,928,12,Structure,2455940.5,14,1155,1,B,29.1061,-82.6322
1367360,,2009,2454845.5,14,1430,2,Equipment Use,,,,10,C,34.57,-92.328
1582627,HOG WALLOW,2012,2455940.5,14,,13,Missing/Undefined,2455943.5,17,,15,C,27.50777778,-81.4125
828925,,2000,2451558.5,15,,9,Miscellaneous,,,,0.1,A,31.29,-89.1919
417177,,2003,2452654.5,15,,9,Miscellaneous,,,,0.09,A,34.49472665,-83.89749063
672945,,2003,2452654.5,15,,9,Miscellaneous,,,,0.01,A,44.01749997,-90.01089001
417465,,2003,2452654.5,15,,5,Debris Burning,,,,7.07,B,32.30014262,-82.85095288
84653,017 MILITARY ROAD,1996,2450097.5,15,1425,7,Arson,2450097.5,15,1520,2,B,31.65,-92.55
912997,,1999,2451193.5,15,,9,Miscellaneous,,,,4,B,33.9833,-79
598681,,2000,2451558.5,15,,7,Arson,,,,2,B,32.10625002,-95.54375
1528659,9036,2009,2454846.5,15,,5,Debris Burning,,,,1,B,32.67396358,-95.44404292
1229466,30119,2009,2454846.5,15,1625,9,Miscellaneous,2454846.5,15,1625,0.2,A,35.95514997,-95.08385
1465346,CROMWELL,2011,2455576.5,15,1248,7,Arson,2455576.5,15,1315,0.3,B,34.0517,-110.4853
584280,,2004,2453019.5,15,,5,Debris Burning,,,,1.5,B,33.24778,-79.96249997
268693,SOUTH,2002,2452289.5,15,1842,8,Children,2452289.5,15,1915,2,B,43.0692,-98.2942
992384,,2000,2451558.5,15,,2,Equipment Use,,,,0.5,B,26.32,-81.57
1237452,FY2000-EVANS-020,2000,2451559.5,16,1122,7,Arson,2451559.5,16,1122,0.17,A,32.1322,-81.8323
291158,LAGOON,2008,2454481.5,16,1150,9,Miscellaneous,2454481.5,16,1230,0.3,B,35.4933,-97.0789
1879312,MOUNTAIN,2012,2455942.5,16,1201,13,Missing/Undefined,2455942.5,16,1312,2.5,B,39.028419,-122.672131
975670,,1996,2450098.5,16,,2,Equipment Use,,,,0.5,B,29.86,-82.12
734776,,1994,2449368.5,16,,13,Missing/Undefined,2449368.5,16,,0.1,A,34.14166667,-79.44166667
706230,,1996,2450098.5,16,1302,5,Debris Burning,2450098.5,16,1330,1,B,30.52261019,-89.39394467
1748468,,2014,2456673.5,16,1611,5,Debris Burning,2456673.5,16,1652,2,B,40.2457,-96.63071
1415559,,1994,2449368.5,16,1150,4,Campfire,2449368.5,16,1205,0.08,A,31.8068,-82.5987
745900,,1992,2448637.5,16,,13,Missing/Undefined,2448637.5,16,,0.2,A,33.50416667,-80.7125
1788911,310 AND J ROAD,2014,2456673.5,16,1445,13,Missing/Undefined,,,,1800,F,38.6075,-96.2063889
1766970,ATWATER ROAD (20),2014,2456673.5,16,1600,6,Railroad,2456673.5,16,1723,0.1,A,30.671,-84.709
1579763,KING,2012,2455942.5,16,35,7,Arson,2455942.5,16,1645,1,B,45.1291,-101.1651
1057729,HOT WELL FIRE,2004,2453020.5,16,,5,Debris Burning,,,,0.7,B,35.6,-81.8667
1430965,,1994,2449368.5,16,1030,4,Campfire,,,,5,B,30.77144,-88.38645
1700169,,2003,2452655.5,16,,13,Missing/Undefined,,,,1,B,18.056477,-66.940918
1590201,,2012,2455942.5,16,1309,6,Railroad,2455942.5,16,1341,0.5,B,42.06395,-97.39191
893188,,2000,2451559.5,16,,9,Miscellaneous,,,,3,B,31.9503,-92.7644
1609596,FY2012-COFFEE-048,2012,2455942.5,16,1246,5,Debris Burning,2455942.5,16,1336,25.6,C,31.4159848,-82.73045756
1378820,,1996,2450098.5,16,1120,7,Arson,2450098.5,16,1235,8.08,B,31.5151,-81.6754
1055988,BOX BLADE,2004,2453020.5,16,,5,Debris Burning,,,,1.5,B,34.6833,-79.4667
529278,,2008,2454481.5,16,,13,Missing/Undefined,,,,0.1,A,34.93517,-79.69791
1033415,YARD,1999,2451194.5,16,,5,Debris Burning,,,,0.2,A,35.7583,-81.435
852084,,2000,2451559.5,16,,8,Children,,,,0.3,B,32.8258,-87.8792
833799,,2002,2452290.5,16,1253,5,Debris Burning,,,,2,B,31.9308,-90.3844
1114784,MAJOR                    ,2002,2452291.5,17,,5,Debris Burning,,,,0.1,A,39.08,-121.0180556
414506,,2006,2453752.5,17,,9,Miscellaneous,,,,3,B,28.51056002,-82.16221997
513811,,2006,2453752.5,17,,2,Equipment Use,,,,0.1,A,35.64686002,-81.48279998
1773674,,2014,2456674.5,17,1717,9,Miscellaneous,2456674.5,17,1810,1,B,38.957867,-122.73065
414505,,2006,2453752.5,17,,13,Missing/Undefined,,,,1,B,28.84806002,-82.60832999
414944,,2006,2453752.5,17,,2,Equipment Use,,,,3,B,27.87110998,-81.41333998
1055300,TRASH BARRELL FIRE,2004,2453021.5,17,,5,Debris Burning,,,,0.1,A,34.9,-77.7667
783662,,1996,2450099.5,17,1333,13,Missing/Undefined,2450099.5,17,1500,8,B,34.02000099,-94.85119641
1398375,,1996,2450099.5,17,1050,2,Equipment Use,2450099.5,17,1123,0.76,B,31.7384,-83.2316
1050806,WATKINS,2002,2452291.5,17,,5,Debris Burning,,,,0.5,B,36.1,-80.5667
1604953,,2012,2455943.5,17,1543,9,Miscellaneous,2455943.5,17,1730,4,B,34.14122,-94.35757
411328,,2005,2453388.5,18,,13,Missing/Undefined,,,,15,C,29.52110997,-82.44027998
1763647,VALLEY VIEW ASSIST,2014,2456675.5,18,,5,Debris Burning,,,,0.5,B,33.4991784,-97.0882714
1398228,,1996,2450100.5,18,1510,7,Arson,2450100.5,18,1540,0.77,B,31.258,-81.7974
746133,,1992,2448639.5,18,,13,Missing/Undefined,2448639.5,18,1032,1,B,33.40833333,-80.475
885199,,1997,2450466.5,18,,9,Miscellaneous,,,,2,B,30.3069,-89.8972
1063647,MOUSE 3,1996,2450100.5,18,2230,7,Arson,2450100.5,18,,20,C,26.0598,-97.8079
423635,,2005,2453388.5,18,,5,Debris Burning,,,,0.19,A,32.9104959,-82.8537819
1522127,LINDEN - 32,2009,2454849.5,18,1458,8,Children,2454849.5,18,1617,5,B,32.56916667,-94.83722222
1002182,,1992,2448639.5,18,,3,Smoking,,,,0.3,B,35.3317,-81.0717
1818202,63,2015,2457040.5,18,1348,5,Debris Burning,2457040.5,18,1548,7,B,38.91,-95.52
441580,,2006,2453753.5,18,,5,Debris Burning,,,,0.53,B,33.02391187,-81.82480344
1528824,15363 BROCK,2009,2454849.5,18,,9,Miscellaneous,,,,1,B,33.1095,-97.392561
617941,,2006,2453753.5,18,,4,Campfire,,,,6,B,33.33082998,-94.95888999
626495,,2006,2453753.5,18,,5,Debris Burning,,,,5,B,33.59343998,-101.3603
624237,,2006,2453753.5,18,,9,Miscellaneous,,,,1,B,30.22997998,-96.87572999
1528891,BARNHILL,2009,2454849.5,18,,3,Smoking,,,,1,B,31.50782559,-97.62623851
1773746,NOR-20140118-002,2014,2456675.5,18,,9,Miscellaneous,2456675.5,18,,92,C,34.252105,-88.082051
588853,,2005,2453388.5,18,,5,Debris Burning,,,,0.5,B,33.21832998,-80.00666997
411332,,2005,2453389.5,19,,9,Miscellaneous,,,,60,C,29.25861001,-82.48943999
1367436,,2009,2454850.5,19,1409,5,Debris Burning,,,,15,C,35.29912,-91.91156
1712605,,2007,2454119.5,19,,13,Missing/Undefined,,,,1,B,18.100979,-66.405479
1227434,20022,2003,2452658.5,19,1655,7,Arson,2452658.5,19,1655,80,C,35.17159999,-95.03606667
1868858,,2012,2455945.5,19,,13,Missing/Undefined,,,,0.01,A,20.8675327,-156.3398132
1263203,,2006,2453754.5,19,1749,13,Missing/Undefined,2453754.5,19,,200,D,42.2588936,-90.4257531
936588,,1997,2450467.5,19,,8,Children,,,,0.2,A,35.955,-87.38
1690521,GF,2013,2456311.5,19,,9,Miscellaneous,,,,25,C,33.5531099,-96.564517
1159868,,2006,2453754.5,19,1723,7,Arson,2453754.5,19,,8.1,B,30.946497,-88.352422
640533,,2008,2454484.5,19,,5,Debris Burning,,,,1,B,26.30753,-98.15977
1260738,FY2002-WORTH-026,2002,2452293.5,19,1251,9,Miscellaneous,2452293.5,19,1251,0.82,B,31.4301,-83.9354
1784718,CHIMNEY,2014,2456676.5,19,,9,Miscellaneous,,,,0.01,A,43.4465,-96.8377
1249602,FY2001-TURNER-027,2001,2451928.5,19,1325,1,Lightning,2451928.5,19,1325,0.1,A,31.67,-83.6741
472262,,2006,2453754.5,19,,13,Missing/Undefined,,,,1,B,36.79403,-88.00515
1678530,COUCH,2013,2456312.5,20,1308,5,Debris Burning,2456312.5,20,1331,0.2,A,35.896,-81.60066667
881226,,1999,2451198.5,20,,5,Debris Burning,,,,0.5,B,32.4919,-81.2628
1745961,FY2014-WALKER-011,2014,2456677.5,20,2148,4,Campfire,2456678.5,21,951,7.25,B,34.85944444,-85.35916667
997549,,1992,2448641.5,20,,9,Miscellaneous,,,,30,C,36.2917,-76.8717
1767554,,2014,2456677.5,20,1349,7,Arson,2456677.5,20,1505,1,B,33.183823,-80.350952
1421321,,2009,2454851.5,20,1220,13,Missing/Undefined,,,,0.25,A,30.43619,-93.34255
1767578,MCDOWELL BOTTOM #1,2014,2456677.5,20,1840,7,Arson,2456677.5,20,2000,0.3,B,37.40315837,-81.37630954
249061,FIRESTORM THREE,2008,2454485.5,20,1400,7,Arson,2454485.5,20,1700,5.1,B,35.2028,-95.7914
1520438,,2011,2455581.5,20,1735,7,Arson,2455581.5,20,1750,0.1,A,40.57632834,-73.84012142
901418,,1998,2450833.5,20,,7,Arson,,,,4,B,36.1111,-94.5747
1253929,FY2002-ECHOLS-017,2002,2452294.5,20,1530,7,Arson,2452294.5,20,1530,0.13,A,30.6928,-83.1135
1815902,5.12E+12,2015,2457042.5,20,1830,4,Campfire,2457042.5,20,2015,5,B,33.22908131,-90.10579872
573491,,2006,2453755.5,20,,5,Debris Burning,,,,1,B,34.56207999,-80.06071998
1672695,,2013,2456312.5,20,1650,5,Debris Burning,2456312.5,20,1802,0.3,B,33.786392,-80.402679
411721,,2005,2453390.5,20,,5,Debris Burning,,,,1,B,28.77722,-81.99554998
427602,,2004,2453024.5,20,,5,Debris Burning,,,,2.45,B,30.76310052,-84.54792085
1529083,HWY.281 N.281 1 MILE SOUTH OF 2044,2009,2454851.5,20,,9,Miscellaneous,,,,5,B,27.755346,-98.181101
556939,,2007,2454120.5,20,,7,Arson,,,,0.25,A,39.4456,-74.50573
657913,,2008,2454485.5,20,,5,Debris Burning,,,,2,B,33.31537,-95.02929
1762975,8160 BUCHANAN LOOP RD,2014,2456677.5,20,,5,Debris Burning,,,,1,B,33.3654606,-94.1227485
1767568,MCCALL TOWN #2,2014,2456677.5,20,1621,7,Arson,2456677.5,20,1640,0.1,A,35.80878333,-81.55476666
1801672,SAWNEY GRAVE,2015,2457042.5,20,1300,7,Arson,2457042.5,20,1415,1,B,35.7344,-94.54
1484354,53 LITTLE TOWER COMMAND,2011,2455581.5,20,1330,5,Debris Burning,2455581.5,20,1514,8,B,27.716,-81.6237
735437,,1994,2449372.5,20,,13,Missing/Undefined,2449372.5,20,,0.1,A,33.65833333,-80.09583333
602970,,2003,2452659.5,20,,9,Miscellaneous,,,,6,B,30.66054997,-93.68110998
884895,,1999,2451198.5,20,,5,Debris Burning,,,,0.1,A,31.4983,-82.7986
1818511,FY2015-LOWNDES-023,2015,2457043.5,21,1626,5,Debris Burning,2457043.5,21,1716,0.8,B,30.70786111,-83.24119444
26812,005 GOOD CATCH,2008,2454486.5,21,1200,4,Campfire,2454486.5,21,1245,1,B,31.27055556,-92.64805556
573494,,2006,2453756.5,21,,7,Arson,,,,6,B,33.21666998,-80.29999997
